Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
24.NIV1997SU,24.NIV1997SU,1997SU,24,24.NIV, 24.NIV,Visiting Student Research,24.NIV, 24.NIV,,,,N,Not for graduate credit,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences",,,40,0,40,0,0,,5/8/01 0:00,0,,24.NIV1997SU
24.THG1997SU,24.THG1997SU,1997SU,24,24.THG, 24.THG,Thesis,24.THG, 24.THG,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences",,,1,0,1,0,4,,5/8/01 0:00,4,86CD64958FB00327E0440003BACE90BC,24.THG1997SU
MS.1011997SU,MS.1011997SU,1997SU,MS,MS.101, MS.101,The Army,MS.101, MS.101,,,,N,Not for graduate credit,MS,Military Science (ROTC),"MIT, academic",,,4,1,2,1,0,,5/8/01 0:00,0,86CD64958FB20327E0440003BACE90BC,MS.1011997SU
MS.2011997SU,MS.2011997SU,1997SU,MS,MS.201, MS.201,Intermed Milit Skills I,MS.201, MS.201,,,,N,Not for graduate credit,MS,Military Science (ROTC),"MIT, academic",,,4,1,2,1,0,,5/8/01 0:00,0,86CD64958FB40327E0440003BACE90BC,MS.2011997SU
SP.1001997SU,SP.1001997SU,1997SU,SP,SP.100, SP.100,Project Interphase,SP.100, SP.100,,,,N,Not for graduate credit,SP,Special Programs,"MIT, academic",,,1,0,1,0,61,,5/8/01 0:00,61,,SP.1001997SU
21A.NIV1997SU,21A.NIV1997SU,1997SU,21A,21A.NIV,21A.NIV,Visiting Student Research,21A.NIV,21A.NIV,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences",,,40,0,40,0,0,,5/8/01 0:00,0,,21A.NIV1997SU
21F.5011997SU,21F.5011997SU,1997SU,21F,21F.501,21F.501,Beginning Japanese I,21F.501,21F.501,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,12,4,0,8,0,,5/8/01 0:00,0,86CD64958FBD0327E0440003BACE90BC,21F.5011997SU
21F.8641997SU,21F.8641997SU,1997SU,21F,21F.864,21F.864,Intro to Japanese Culture,21F.864,21F.864,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,12,3,0,9,0,,5/8/01 0:00,0,86CD64958FBF0327E0440003BACE90BC,21F.8641997SU
21H.NIV1997SU,21H.NIV1997SU,1997SU,21H,21H.NIV,21H.NIV,Visiting Student Research,21H.NIV,21H.NIV,,,,N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences",,,40,0,40,0,0,,5/8/01 0:00,0,,21H.NIV1997SU
21M.NIV1997SU,21M.NIV1997SU,1997SU,21M,21M.NIV,21M.NIV,Visiting Student Research,21M.NIV,21M.NIV,,,,N,Not for graduate credit,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,40,0,40,0,0,,5/8/01 0:00,0,,21M.NIV1997SU
21W.7301997SU,21W.7301997SU,1997SU,21W,21W.730,21W.730,Expository Writing,21W.730,21W.730,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,12,3,0,9,0,,5/8/01 0:00,0,86CD64958FC40327E0440003BACE90BC,21W.7301997SU
HST.1981997SU,HST.1981997SU,1997SU,HST,HST.198,HST.198,Sp Top-Health Sci & Tech,HST.198,HST.198,,,,H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,,,1,0,1,0,0,,5/8/01 0:00,0,86CD64958FC60327E0440003BACE90BC,HST.1981997SU
HST.2021997SU,HST.2021997SU,1997SU,HST,HST.202,HST.202,Medical Engineering II,HST.202,HST.202,,,,H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Spar, Ellen",900016999,20,0,20,0,1,,5/8/01 0:00,1,86CD64958FC80327E0440003BACE90BC,HST.2021997SU
14.1951997SU,14.1951997SU,1997SU,14,14.195,14.195,Reading Seminar in Economics,14.195,14.195,,,,H,Higher level graduate program,14,Economics,"Hum, Arts & Social Sciences",,,1,0,1,0,5,,5/8/01 0:00,5,86CD64958F770327E0440003BACE90BC,14.1951997SU
14.THG1997SU,14.THG1997SU,1997SU,14,14.THG, 14.THG,Thesis,14.THG, 14.THG,,,,H,Higher level graduate program,14,Economics,"Hum, Arts & Social Sciences",,,1,0,1,0,13,,5/8/01 0:00,13,86CD64958F790327E0440003BACE90BC,14.THG1997SU
HAA.56111999FA,HAA.00001999FA,1999FA,HAA,HAA.5611,HAA.5611,French 47: Contemp Culture,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.56111999FA
HAA.56701999FA,HAA.00001999FA,1999FA,HAA,HAA.5670,HAA.5670,Soc 132:Econ Soc & Poltcl Econ,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.56701999FA
HAA.57091999FA,HAA.00001999FA,1999FA,HAA,HAA.5709,HAA.5709,Japn Hist 117: Rel & Gender,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.57091999FA
HAA.57791999FA,HAA.00001999FA,1999FA,HAA,HAA.5779,HAA.5779,German Da: Intermed German,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.57791999FA
HAA.58081999FA,HAA.00001999FA,1999FA,HAA,HAA.5808,HAA.5808,"Lit A-22:Poems,Poets,Poetry",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.58081999FA
HAA.58551999FA,HAA.00001999FA,1999FA,HAA,HAA.5855,HAA.5855,Ling 278:Romance Syntax,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.58551999FA
HAA.58841999FA,HAA.00001999FA,1999FA,HAA,HAA.5884,HAA.5884,Korean 102a: Intermediate,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,2,,1/15/02 0:00,2,,HAA.58841999FA
HAA.59071999FA,HAA.00001999FA,1999FA,HAA,HAA.5907,HAA.5907,Psych 1202:Behav &Brain Devlpm,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,1/15/02 0:00,0,,HAA.59071999FA
HAA.59201999FA,HAA.00001999FA,1999FA,HAA,HAA.5920,HAA.5920,Advanced Arabic,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.59201999FA
HAA.59531999FA,HAA.00001999FA,1999FA,HAA,HAA.5953,HAA.5953,Comp/Creative Writing,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.59531999FA
HAA.59951999FA,HAA.00001999FA,1999FA,HAA,HAA.5995,HAA.5995,Feminist Political Thery,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.59951999FA
HAA.60041999FA,HAA.00001999FA,1999FA,HAA,HAA.6004,HAA.6004,Math Apprch to Gen Equil,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.60041999FA
HAA.60251999FA,HAA.00001999FA,1999FA,HAA,HAA.6025,HAA.6025,Animal Virology,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,1/15/02 0:00,0,,HAA.60251999FA
21L.0041998FA,21L.0041998FA,1998FA,21L,21L.004,21L.004,Major Poets,21L.004,21L.004,,,,N,Not for graduate credit,21L,Literature,"Hum, Arts & Social Sciences","Tayler, Irene",900028167,12,3,0,9,44,,5/8/01 0:00,44,86CD649595CA0327E0440003BACE90BC,21L.0041998FA
21L.0111998FA,21L.0111998FA,1998FA,21L,21L.011,21L.011,The Film Experience,21L.011,21L.011,,,,N,Not for graduate credit,21L,Literature,"Hum, Arts & Social Sciences","Jenkins, Henry",900022696,12,3,3,6,74,,5/8/01 0:00,74,86CD649595CD0327E0440003BACE90BC,21L.0111998FA
21L.0211998FA,21L.0211998FA,1998FA,21L,21L.021,21L.021,Comedy,21L.021,21L.021,,,,N,Not for graduate credit,21L,Literature,"Hum, Arts & Social Sciences","Jenkins, Henry",900022696,12,3,3,6,8,,5/8/01 0:00,8,86CD649595CF0327E0440003BACE90BC,21L.0211998FA
21W.7391998FA,21L.4481998FA,1998FA,21W,21W.739,21W.739,Darwin and Design,21L.448,21L.448,J,Joint subject,"21L.448, 21W.739",N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Paradis, James",900026496,12,3,0,9,4,26,5/8/01 0:00,4,86CD649595D30327E0440003BACE90BC,21W.7391998FA
21W.7571998FA,21W.7571998FA,1998FA,21W,21W.757,21W.757,Fiction Workshop,21W.757,21W.757,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Chodakowska, Elzbieta",900001233,12,3,0,9,14,,5/8/01 0:00,14,86CD6495961D0327E0440003BACE90BC,21W.7571998FA
21W.7581998FA,21W.7581998FA,1998FA,21W,21W.758,21W.758,Genre Fiction Workshop,21W.758,21W.758,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,12,3,0,9,13,,5/8/01 0:00,13,86CD6495961E0327E0440003BACE90BC,21W.7581998FA
21W.7851998FA,21W.7851998FA,1998FA,21W,21W.785,21W.785,Communicating in Cyberspace,21W.785,21W.785,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,12,3,0,9,21,,5/8/01 0:00,21,86CD649596270327E0440003BACE90BC,21W.7851998FA
21W.7921998FA,21W.7921998FA,1998FA,21W,21W.792,21W.792,Sci & Tech Writing Internship,21W.792,21W.792,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Paradis, James",900026496,12,3,0,9,1,,5/8/01 0:00,1,86CD649596280327E0440003BACE90BC,21W.7921998FA
SP.4121998FA,SP.4121998FA,1998FA,SP,SP.412, SP.412,"Gender, Theory, & Politics",SP.412, SP.412,J,Joint subject,"17.118, SP.412",H,Higher level graduate program,SP,Special Programs,"MIT, academic","Wood, Elizabeth",900018476,12,3,0,9,0,1,5/8/01 0:00,0,86CD649595560327E0440003BACE90BC,SP.4121998FA
15.8121998FA,15.8121998FA,1998FA,15,15.812,15.812,Marketing Management,15.812,15.812,,,,G,Graduate program,15,Management,Sloan School of Management,"Dant, Rajiv",RDANT15,9,3,0,6,32,,5/8/01 0:00,32,86CD6495942A0327E0440003BACE90BC,15.8121998FA
15.9321998FA,15.9321998FA,1998FA,15,15.932,15.932,Technology Strategy,15.932,15.932,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Stern, Scott",900039746,9,3,0,6,31,,5/8/01 0:00,31,86CD649594370327E0440003BACE90BC,15.9321998FA
15.9351998FA,15.9351998FA,1998FA,15,15.935,15.935,Corp Strat/Pract:Service Indus,15.935,15.935,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Segall, Maurice",MSEGA15,9,3,0,6,64,,5/8/01 0:00,64,86CD649594390327E0440003BACE90BC,15.9351998FA
15.9501998FA,15.9501998FA,1998FA,15,15.95,15.95,Spec Studies in Management,15.95,15.95,,,,N,Not for graduate credit,15,Management,Sloan School of Management,,,1,0,1,0,1,,5/8/01 0:00,1,86CD6495943B0327E0440003BACE90BC,15.9501998FA
15.9641998FA,15.9641998FA,1998FA,15,15.964,15.964,Spec Studies in Management,15.964,15.964,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Rockart, John",900019142,1,0,1,0,56,,5/8/01 0:00,56,86CD649594410327E0440003BACE90BC,15.9641998FA
15.A131998FA,15.A131998FA,1998FA,15,15.A13, 15.A13,Communicating Across Cultures,15.A13, 15.A13,,,,N,Not for graduate credit,15,Management,Sloan School of Management,,,6,2,0,4,6,,5/8/01 0:00,6,86CD649594490327E0440003BACE90BC,15.A131998FA
15.NIV1998FA,15.NIV1998FA,1998FA,15,15.NIV, 15.NIV,Visiting Student Research,15.NIV, 15.NIV,,,,N,Not for graduate credit,15,Management,Sloan School of Management,,,1,0,1,0,2,,5/8/01 0:00,2,86CD6495944B0327E0440003BACE90BC,15.NIV1998FA
16.8511998FA,16.8511998FA,1998FA,16,16.851,16.851,Satellite Engineering,16.851,16.851,,,,H,Higher level graduate program,16,Aeronautics and Astronautics,Engineering,"Hollister, Walter",900015959,12,3,0,9,13,,5/8/01 0:00,13,86CD649594670327E0440003BACE90BC,16.8511998FA
16.9821998FA,16.9821998FA,1998FA,16,16.982,16.982,Advanced Special Subject,16.982,16.982,,,,H,Higher level graduate program,16,Aeronautics and Astronautics,Engineering,"Peraire, Jaime",900022164,1,0,1,0,35,,5/8/01 0:00,35,86CD6495946A0327E0440003BACE90BC,16.9821998FA
16.9841998FA,16.9841998FA,1998FA,16,16.984,16.984,Seminar,16.984,16.984,,,,G,Graduate program,16,Aeronautics and Astronautics,Engineering,"Markey, Winston",900019327,2,2,0,0,1,,5/8/01 0:00,1,86CD6495946C0327E0440003BACE90BC,16.9841998FA
21F.5021998SP,21F.5021998SP,1998SP,21F,21F.502,21F.502,Beginning Japanese II,21F.502,21F.502,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Aikawa, Takako",900023283,12,4,0,8,51,,5/8/01 0:00,51,86CD64959D200327E0440003BACE90BC,21F.5021998SP
21F.5041998SP,21F.5041998SP,1998SP,21F,21F.504,21F.504,Intermediate Japanese II,21F.504,21F.504,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Graham, Tomoko",900016823,12,4,0,8,30,,5/8/01 0:00,30,86CD64959D210327E0440003BACE90BC,21F.5041998SP
21F.7011998SP,21F.7011998SP,1998SP,21F,21F.701,21F.701,Spanish I,21F.701,21F.701,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Ribas Groeger, Margarita",900029719,12,4,0,8,24,,5/8/01 0:00,24,86CD64959D250327E0440003BACE90BC,21F.7011998SP
21F.2251998SP,21F.2261998SP,1998SP,21F,21F.225,21F.225,ESL Adv Wrkshp for Sci & Eng,21F.226,21F.226,M,Meeting Together,"21F.225, 21F.226",G,Graduate program,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Dunphy, Jane",900003298,12,3,0,9,15,22,5/8/01 0:00,15,86CD64959D120327E0440003BACE90BC,21F.2251998SP
24.9011998SP,24.9011998SP,1998SP,24,24.901,24.901,Lang & Its Struct I: Phonology,24.901,24.901,J,Joint subject,"24.901, 21F.240",N,Not for graduate credit,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Purdy, Jennifer",900006823,12,3,0,9,12,12,5/8/01 0:00,12,86CD64959C960327E0440003BACE90BC,24.9011998SP
24.9031998SP,24.9031998SP,1998SP,24,24.903,24.903,Lang &Struct III:Semant & Prag,24.903,24.903,,,,N,Not for graduate credit,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Heim, Irene",900010158,12,3,0,9,15,,5/8/01 0:00,15,86CD64959C970327E0440003BACE90BC,24.9031998SP
24.9221998SP,24.9221998SP,1998SP,24,24.922,24.922,Spec Grad Topics: Linguistics,24.922,24.922,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Kenstowicz, Michael",900024540,1,0,1,0,0,,5/8/01 0:00,0,86CD64959C990327E0440003BACE90BC,24.9221998SP
24.9421998SP,24.9421998SP,1998SP,24,24.942,24.942,Grammar of Less Familiar Lang,24.942,24.942,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Hale, Kenneth",900027516,9,3,0,6,13,,5/8/01 0:00,13,86CD64959C9A0327E0440003BACE90BC,24.9421998SP
24.9501998SP,9.6021998SP,1998SP,24,24.95,24.95,Language Acquisition II,9.602,9.602,J,Joint subject,"9.602, 24.950",H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Wexler, K",900020617,9,3,0,6,3,5,5/8/01 0:00,3,86CD64959A240327E0440003BACE90BC,24.9501998SP
24.9591998SP,24.9591998SP,1998SP,24,24.959,24.959,Workshop in Syntax & Semantics,24.959,24.959,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Von Fintel, Kai",900008630,12,3,0,9,8,,5/8/01 0:00,8,86CD64959C9D0327E0440003BACE90BC,24.9591998SP
24.9621998SP,24.9621998SP,1998SP,24,24.962,24.962,Advanced Phonology,24.962,24.962,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Zoll, Cheryl",900042480,12,3,0,9,8,,5/8/01 0:00,8,86CD64959C9E0327E0440003BACE90BC,24.9621998SP
24.9731998SP,24.9731998SP,1998SP,24,24.973,24.973,Advanced Semantics,24.973,24.973,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Von Fintel, Kai",900008630,12,3,0,9,9,,5/8/01 0:00,9,86CD64959CA00327E0440003BACE90BC,24.9731998SP
24.THG1998SP,24.THG1998SP,1998SP,24,24.THG, 24.THG,Thesis,24.THG, 24.THG,,,,H,Higher level graduate program,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Stalnaker, Robert",900024449,1,0,1,0,26,,5/8/01 0:00,26,86CD64959CA30327E0440003BACE90BC,24.THG1998SP
AS.1011998SP,AS.1011998SP,1998SP,AS,AS.101, AS.101,The Air Force Today,AS.101, AS.101,,,,N,Not for graduate credit,AS,Aerospace Studies (ROTC),"MIT, academic",,,2,1,0,1,1,,5/8/01 0:00,1,86CD64959CA60327E0440003BACE90BC,AS.1011998SP
AS.1121998SP,AS.1121998SP,1998SP,AS,AS.112, AS.112,Leadership Laboratory,AS.112, AS.112,,,,N,Not for graduate credit,AS,Aerospace Studies (ROTC),"MIT, academic",,,4,0,2,2,9,,5/8/01 0:00,9,86CD64959CA90327E0440003BACE90BC,AS.1121998SP
16.A271998FA,16.A271998FA,1998FA,16,16.A27, 16.A27,Bird's Eye View Aeronautics,16.A27, 16.A27,,,,N,Not for graduate credit,16,Aeronautics and Astronautics,Engineering,"Hall, Steven",900022919,6,2,0,4,8,,5/8/01 0:00,8,86CD649594700327E0440003BACE90BC,16.A271998FA
16.NIV1998FA,16.NIV1998FA,1998FA,16,16.NIV, 16.NIV,Visiting Student Research,16.NIV, 16.NIV,,,,N,Not for graduate credit,16,Aeronautics and Astronautics,Engineering,"Zotos, Elizabeth",900008467,1,0,1,0,1,,5/8/01 0:00,1,86CD649594730327E0440003BACE90BC,16.NIV1998FA
16.THG1998FA,16.THG1998FA,1998FA,16,16.THG, 16.THG,Thesis,16.THG, 16.THG,,,,H,Higher level graduate program,16,Aeronautics and Astronautics,Engineering,"Peraire, Jaime",900022164,1,0,1,0,153,,5/8/01 0:00,153,86CD649594750327E0440003BACE90BC,16.THG1998FA
17.1101998FA,17.1101998FA,1998FA,17,17.11,17.11,New Currents in Social Theory,17.11,17.11,,,,H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Cui, Zhiyuan",900024294,12,3,0,9,1,,5/8/01 0:00,1,86CD649594770327E0440003BACE90BC,17.1101998FA
HAA.70821998FA,HAA.00001998FA,1998FA,HAA,HAA.7082,HAA.7082,Africn Devlpmnt in Hist Perspc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.70821998FA
HAA.71111998FA,HAA.00001998FA,1998FA,HAA,HAA.7111,HAA.7111,Intensive Begnning Latin,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,5,0,10,0,,5/8/01 0:00,0,,HAA.71111998FA
HAA.71301998FA,HAA.00001998FA,1998FA,HAA,HAA.7130,HAA.7130,Portuguese A: Elementary,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.71301998FA
HAA.71781998FA,HAA.00001998FA,1998FA,HAA,HAA.7178,HAA.7178,Comparative For &Sec Policies,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,3,,5/8/01 0:00,3,,HAA.71781998FA
HAA.72131998FA,HAA.00001998FA,1998FA,HAA,HAA.7213,HAA.7213,Econ 2110a:Quantitative Meth I,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.72131998FA
HAA.72481998FA,HAA.00001998FA,1998FA,HAA,HAA.7248,HAA.7248,Econ 1365:Econ Middle East,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.72481998FA
HAA.72771998FA,HAA.00001998FA,1998FA,HAA,HAA.7277,HAA.7277,Eng 294Z: On Beauty,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.72771998FA
HAA.68081998FA,HAA.00001998FA,1998FA,HAA,HAA.6808,HAA.6808,Econ 1370:Publc Fin Open Econ,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.68081998FA
HAA.61491998FA,HAA.00001998FA,1998FA,HAA,HAA.6149,HAA.6149,"States, Pol, & Soc Chng",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.61491998FA
HAA.61621998FA,HAA.00001998FA,1998FA,HAA,HAA.6162,HAA.6162,Govt 1789:Int Env Poltcs,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.61621998FA
HAA.61941998FA,HAA.00001998FA,1998FA,HAA,HAA.6194,HAA.6194,VES 112a:Princ Graphic Design,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.61941998FA
HAA.62061998FA,HAA.00001998FA,1998FA,HAA,HAA.6206,HAA.6206,Neurobiology 300:Adv Topics,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.62061998FA
HAA.62551998FA,HAA.00001998FA,1998FA,HAA,HAA.6255,HAA.6255,Gov 2004:Natl Sec Decisionmkg,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.62551998FA
HAA.63481998FA,HAA.00001998FA,1998FA,HAA,HAA.6348,HAA.6348,Rep &American Democracy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.63481998FA
HAA.63901998FA,HAA.00001998FA,1998FA,HAA,HAA.6390,HAA.6390,Rep of P-Adic Groups,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.63901998FA
HAA.63961998FA,HAA.00001998FA,1998FA,HAA,HAA.6396,HAA.6396,Astro 204:Extra/galactic Dynmc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.63961998FA
1.THG1997SU,1.THG1997SU,1997SU,1,1.THG,  1.THG,Thesis,1.THG,  1.THG,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,,,1,0,1,0,69,,5/8/01 0:00,69,86CD64958EFC0327E0440003BACE90BC,1.THG1997SU
1.UR1997SU,1.UR1997SU,1997SU,1,1.UR,  1.UR,Undergraduate Research,1.UR,  1.UR,,,,N,Not for graduate credit,1,Civil and Environmental Eng,Engineering,"Whittle, Andrew",900012511,1,0,1,0,1,,5/8/01 0:00,1,86CD64958EE70327E0440003BACE90BC,1.UR1997SU
2.9511997SU,2.9511997SU,1997SU,2,2.951,2.951,Engineering Internship,2.951,2.951,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,,,6,0,6,0,38,,5/8/01 0:00,38,86CD64958F090327E0440003BACE90BC,2.9511997SU
2.9521997SU,2.9521997SU,1997SU,2,2.952,2.952,Adv Engineering Internship,2.952,2.952,,,,G,Graduate program,2,Mechanical Engineering,Engineering,,,6,0,6,0,1,,5/8/01 0:00,1,86CD64958F0A0327E0440003BACE90BC,2.9521997SU
2.9951997SU,2.9951997SU,1997SU,2,2.995,2.995,Special Topics in Mech Eng,2.995,2.995,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,,,1,0,1,0,0,,5/8/01 0:00,0,86CD64958F0B0327E0440003BACE90BC,2.9951997SU
17.1561998FA,17.1561998FA,1998FA,17,17.156,17.156,Pol Econ I:Theor of State&Econ,17.156,17.156,J,Joint subject,"14.781, 15.678, 17.156",H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Berger, Suzanne",900019360,12,3,0,9,24,34,5/8/01 0:00,24,86CD6495947A0327E0440003BACE90BC,17.1561998FA
